revision,timestamp,ghi,actual,prediction,error
R2,2026-01-02 04:30:00,0.0,,0.0,
R3,2026-01-02 03:45:00,0.0,,0.0,
R3,2026-01-02 04:00:00,0.0,,0.0,
R3,2026-01-02 04:15:00,0.0,,0.0,
R3,2026-01-02 04:30:00,0.0,,0.0,
R3,2026-01-02 04:45:00,0.0,,0.0,
R3,2026-01-02 05:00:00,0.0,,0.0,
R3,2026-01-02 05:15:00,0.0,,0.0,
R3,2026-01-02 05:30:00,0.0,,0.07681727409362793,
R4,2026-01-02 04:45:00,0.0,,0.0,
R4,2026-01-02 05:00:00,0.0,,0.0,
R4,2026-01-02 05:15:00,0.0,,0.0,
R4,2026-01-02 05:30:00,0.0,,0.07681727409362793,
R4,2026-01-02 05:45:00,0.0,,0.2156221866607666,
R4,2026-01-02 06:00:00,0.0,,0.3862333297729492,
R4,2026-01-02 06:15:00,0.0,,0.5916553735733032,
R4,2026-01-02 06:30:00,0.0,,0.8342808485031128,
R5,2026-01-02 05:45:00,0.0,,0.2156221866607666,
R5,2026-01-02 06:00:00,0.0,,0.3862333297729492,
R5,2026-01-02 06:15:00,0.0,,0.5916553735733032,
R5,2026-01-02 06:30:00,0.0,,0.8342808485031128,
R5,2026-01-02 06:45:00,0.0,,1.1156493425369263,
R5,2026-01-02 07:00:00,0.0,,1.4362120628356934,
R5,2026-01-02 07:15:00,,,1.795172095298767,
R5,2026-01-02 07:30:00,,,2.1903806924819946,
R6,2026-01-02 06:45:00,0.0,,1.1156493425369263,
R6,2026-01-02 07:00:00,0.0,,1.4362120628356934,
R6,2026-01-02 07:15:00,,,1.795172095298767,
R6,2026-01-02 07:30:00,,,2.1903806924819946,
R6,2026-01-02 07:45:00,,,2.618348002433777,
R6,2026-01-02 08:00:00,,,3.0743521451950073,
R6,2026-01-02 08:15:00,,,3.5526269674301147,
R6,2026-01-02 08:30:00,,,4.046630263328552,
R7,2026-01-02 07:45:00,73.50544738769531,,6.977354884147644,
R7,2026-01-02 08:00:00,120.80015563964844,,9.292799830436707,
R7,2026-01-02 08:15:00,172.12709045410156,,12.413439750671387,
R7,2026-01-02 08:30:00,224.07801818847656,,16.23734712600708,
R7,2026-01-02 08:45:00,276.6011657714844,,20.58159828186035,
R7,2026-01-02 09:00:00,327.7823486328125,,25.12453317642212,
R7,2026-01-02 09:15:00,375.9372253417969,,29.623713493347168,
R7,2026-01-02 09:30:00,420.7752990722656,,33.96425724029541,
R8,2026-01-02 08:45:00,205.64892578125,,16.745259761810303,
R8,2026-01-02 09:00:00,245.8578338623047,,21.16473913192749,
R8,2026-01-02 09:15:00,284.903564453125,,25.838582515716553,
R8,2026-01-02 09:30:00,321.1850891113281,,30.373902320861816,
R8,2026-01-02 09:45:00,354.03533935546875,,34.53265190124512,
R8,2026-01-02 10:00:00,377.8694152832031,,37.9772424697876,
R8,2026-01-02 10:15:00,391.9032287597656,,40.71570873260498,
R8,2026-01-02 10:30:00,396.8182678222656,,42.7868127822876,
R9,2026-01-02 09:45:00,412.6556091308594,,36.68434143066406,
R9,2026-01-02 10:00:00,451.4596557617188,,40.39717197418213,
R9,2026-01-02 10:15:00,490.9822082519531,,43.822875022888184,
R9,2026-01-02 10:30:00,526.69287109375,,46.84197425842285,
R9,2026-01-02 10:45:00,558.647705078125,,49.453816413879395,
R9,2026-01-02 11:00:00,586.2955932617188,,51.64382457733154,
R9,2026-01-02 11:15:00,609.6824340820312,,53.42916965484619,
R9,2026-01-02 11:30:00,629.2021484375,,54.84928607940674,
